Regiao,Genero,Tratamento,Outcome,N,ACME_treated,ACME_treated_ci_lo,ACME_treated_ci_hi,ACME_control,ACME_control_ci_lo,ACME_control_ci_hi,ACME_avg,ACME_avg_ci_lo,ACME_avg_ci_hi,ADE_treated,ADE_treated_ci_lo,ADE_treated_ci_hi,ADE_control,ADE_control_ci_lo,ADE_control_ci_hi,ADE_avg,ADE_avg_ci_lo,ADE_avg_ci_hi,Total_effect,Total_effect_ci_lo,Total_effect_ci_hi,Prop_mediated,Prop_mediated_ci_lo,Prop_mediated_ci_hi
Sudeste,Filhas,PAI_SUPERIOR,MT,127442,1.1488807962416099,0.6672107059370447,1.8368981826087918,1.1488807962416099,0.6672107059370448,1.8368981826087918,1.1488807962416099,0.6672107059370447,1.8368981826087918,3.853014547746672,2.2800427686660356,5.742585697341014,3.853014547746672,2.2800427686660356,5.742585697341014,3.853014547746672,2.280042768666035,5.742585697341014,5.001895343988282,3.7051726197416808,6.80421179587897,0.22968909128065546,0.11708394518234787,0.43226806163392545
Sul,Filhos,PAI_SUPERIOR,MT,56031,1.423513736944394,1.1487826142465751,1.8182294066877671,1.4235137369443944,1.1487826142465751,1.8182294066877671,1.4235137369443942,1.1487826142465751,1.8182294066877671,7.566919670465787,6.207387005677325,8.550025554257662,7.566919670465788,6.207387005677325,8.550025554257662,7.566919670465788,6.207387005677325,8.550025554257662,8.990433407410183,7.54154925539762,10.250301239205033,0.15833649752314408,0.12141737862449016,0.1892519602522382
Sul,Filhas,PAI_SUPERIOR,MT,50893,1.5763886711365172,1.2419354435218142,1.7226116948909147,1.5763886711365172,1.241935443521814,1.7226116948909147,1.5763886711365172,1.241935443521814,1.722611694890915,8.106730968670103,6.612571787523574,9.887525273814417,8.106730968670105,6.612571787523574,9.887525273814415,8.106730968670103,6.612571787523574,9.887525273814415,9.68311963980662,7.992885947037364,11.51153570669908,0.1627976034351672,0.13949169067722408,0.19062278427736068
Centro-Oeste,Filhos,PAI_SUPERIOR,MT,29632,1.982403338216918,1.5223495695741955,2.504539965417396,1.9824033382169182,1.5223495695741962,2.504539965417396,1.9824033382169182,1.522349569574196,2.504539965417396,3.4248601202840865,1.1701903872374257,5.550663111054571,3.4248601202840865,1.1701903872374257,5.550663111054571,3.4248601202840865,1.1701903872374257,5.550663111054571,5.407263458501005,2.9970248006854443,7.073012680628768,0.36661859615889286,0.21681825133559313,0.6095867531952719
Centro-Oeste,Filhas,PAI_SUPERIOR,MT,27294,1.8996580338600744,1.411323012866407,2.2223501694373513,1.8996580338600744,1.411323012866407,2.2223501694373518,1.8996580338600744,1.411323012866407,2.2223501694373513,4.6432288037920495,4.083138866669454,6.8500479956310665,4.6432288037920495,4.083138866669454,6.8500479956310665,4.6432288037920495,4.083138866669454,6.8500479956310665,6.542886837652124,6.218683857411622,8.643239533969885,0.2903394298260178,0.19286768790959424,0.343607712889686
Norte,Filhos,MAE_FUNDAMENTAL,LP,20715,0.21890997208315757,0.15451922279001853,0.2871329591136627,0.21890997208315735,0.15451922279001856,0.2871329591136626,0.21890997208315746,0.15451922279001853,0.2871329591136626,6.606345987118715,5.3799466141706915,7.781715114549729,6.606345987118715,5.379946614170691,7.781715114549729,6.606345987118715,5.379946614170691,7.781715114549729,6.825255959201872,5.596921185352426,8.009676460398483,0.032073518325422073,0.0218578374550205,0.04232454985527174
Norte,Filhas,MAE_FUNDAMENTAL,LP,19733,0.22916556620274336,0.15080221823278916,0.30551226251578334,0.22916556620274336,0.15080221823278916,0.3055122625157834,0.22916556620274336,0.15080221823278916,0.3055122625157834,7.08543330690909,5.920875550729887,8.207468911071608,7.08543330690909,5.920875550729887,8.207468911071608,7.08543330690909,5.920875550729887,8.207468911071608,7.314598873111834,6.10619086303533,8.454112637813934,0.03132988837503402,0.01981407250352879,0.04378806112163521
Nordeste,Filhos,MAE_FUNDAMENTAL,LP,54917,0.07293566947620793,-0.0037998870327915525,0.15631258152049327,0.07293566947620798,-0.0037998870327916358,0.15631258152049315,0.07293566947620796,-0.0037998870327915907,0.1563125815204932,5.653349451276356,4.305686868746745,7.101500029673567,5.653349451276356,4.3056868687467444,7.101500029673566,5.653349451276356,4.305686868746745,7.101500029673566,5.726285120752564,4.438775241743559,7.191184024558669,0.012736995790147199,-0.000725557731120775,0.030931943558793033
Nordeste,Filhas,MAE_FUNDAMENTAL,LP,53338,0.38840367014952054,0.2890678527533837,0.46255815213227625,0.3884036701495205,0.2890678527533837,0.46255815213227625,0.3884036701495205,0.2890678527533837,0.46255815213227625,6.054780469787055,4.90246339309459,7.100624301371423,6.054780469787055,4.90246339309459,7.100624301371423,6.054780469787055,4.90246339309459,7.100624301371423,6.443184139936575,5.306930281585806,7.461156689518702,0.06028132390972515,0.0431857647041066,0.08007134059947202
Sudeste,Filhos,MAE_FUNDAMENTAL,LP,73863,0.10772122907159307,0.05212207758120692,0.21172816641903872,0.1077212290715933,0.05212207758120693,0.21172816641903872,0.10772122907159318,0.05212207758120693,0.2117281664190387,6.7984501654491725,5.156675367309941,8.522738355642002,6.7984501654491725,5.156675367309941,8.522738355642003,6.7984501654491725,5.156675367309941,8.522738355642003,6.906171394520766,5.26008315695509,8.617010725418032,0.015597821559577466,0.006456643104987624,0.031570894517236055
Sudeste,Filhas,MAE_FUNDAMENTAL,LP,76142,0.072314824895846,0.010061861218126194,0.13288176511336988,0.07231482489584612,0.010061861218126276,0.13288176511336994,0.07231482489584606,0.010061861218126236,0.1328817651133699,6.667841072564869,5.297178978881737,7.419520558963641,6.667841072564869,5.297178978881737,7.419520558963641,6.667841072564869,5.297178978881737,7.419520558963641,6.740155897460715,5.397725572562588,7.508745762056769,0.01072895434408126,0.0015843634958000422,0.022798341023560233
Sul,Filhos,MAE_FUNDAMENTAL,LP,33379,0.05877351067387497,0.02311749532540816,0.11348221760753092,0.05877351067387504,0.023117495325408015,0.11348221760753094,0.058773510673875005,0.023117495325408088,0.11348221760753092,4.044278053654765,3.4224961705288313,5.570490475993521,4.044278053654765,3.422496170528831,5.570490475993521,4.044278053654765,3.4224961705288313,5.570490475993521,4.1030515643286405,3.4900020034999573,5.638651306981971,0.014324341225648669,0.00506367637811962,0.024150822076739964
Sul,Filhas,MAE_FUNDAMENTAL,LP,32983,0.05073332399972865,-0.0016831864033920452,0.1255291323801362,0.05073332399972855,-0.0016831864033920452,0.12552913238013608,0.0507333239997286,-0.0016831864033920452,0.12552913238013613,6.193650604756923,3.7321174187079817,7.143291283727282,6.193650604756923,3.7321174187079817,7.143291283727282,6.193650604756923,3.7321174187079817,7.143291283727282,6.244383928756651,3.77707109741524,7.21166528781076,0.008124632402260114,-4.728795660233014e-05,0.0221352790507332
Centro-Oeste,Filhos,MAE_FUNDAMENTAL,LP,16714,0.24228280826109702,0.1441167924994873,0.4083809855980284,0.24228280826109697,0.14411679249948733,0.40838098559802877,0.242282808261097,0.1441167924994873,0.4083809855980286,5.178121264064532,3.6841361495755676,7.036857004424387,5.178121264064532,3.6841361495755676,7.036857004424386,5.178121264064532,3.6841361495755676,7.0368570044243866,5.420404072325629,3.8764730818459476,7.42449803518733,0.04469829278929483,0.026324828298971373,0.06670628419686908
Centro-Oeste,Filhas,MAE_FUNDAMENTAL,LP,16543,0.24796499895368918,0.10004124809468967,0.38066732694615396,0.24796499895368962,0.10004124809468981,0.3806673269461539,0.2479649989536894,0.10004124809468974,0.3806673269461539,6.152382841855314,4.362773337375327,7.8880016333158505,6.152382841855314,4.362773337375327,7.8880016333158505,6.152382841855314,4.362773337375327,7.8880016333158505,6.400347840809003,4.578589640251772,8.156364045438588,0.0387424254307945,0.018110243781398073,0.06272626557060683
Norte,Filhos,MAE_FUNDAMENTAL,MT,20715,0.30979547400658913,0.2027406461830727,0.3573532035225906,0.309795474006589,0.20274064618307278,0.35735320352259087,0.3097954740065891,0.20274064618307272,0.35735320352259076,4.88408483732851,3.725748674144923,5.69092459039734,4.88408483732851,3.725748674144923,5.69092459039734,4.88408483732851,3.725748674144923,5.69092459039734,5.193880311335099,3.9478833085986316,6.013131104907747,0.05964624816834784,0.04112262652652361,0.07808916851705655
Norte,Filhas,MAE_FUNDAMENTAL,MT,19733,0.2009674261414464,0.14345738941835137,0.25778423448044824,0.2009674261414464,0.14345738941835137,0.2577842344804482,0.2009674261414464,0.14345738941835137,0.2577842344804482,6.200704850108821,4.99090877426449,7.214251304431549,6.200704850108821,4.99090877426449,7.214251304431549,6.200704850108821,4.99090877426449,7.214251304431549,6.401672276250267,5.225644914012194,7.429942895259176,0.031392957569387106,0.02048678577679914,0.04499553340584016
Nordeste,Filhos,MAE_FUNDAMENTAL,MT,54917,0.18424596190844222,0.10347680179773025,0.2625868402805393,0.1842459619084422,0.10347680179773025,0.2625868402805393,0.18424596190844222,0.10347680179773025,0.2625868402805393,6.4284081630030725,5.144648866062235,8.054803442826326,6.4284081630030725,5.144648866062235,8.054803442826326,6.4284081630030725,5.144648866062235,8.054803442826326,6.612654124911515,5.298661437704084,8.259390476550724,0.027862634038931782,0.01570952284711731,0.03986211654707308
Nordeste,Filhas,MAE_FUNDAMENTAL,MT,53338,0.3848588922969043,0.27090206499615066,0.4861873515957089,0.3848588922969043,0.27090206499615077,0.4861873515957091,0.3848588922969043,0.2709020649961507,0.486187351595709,4.027863108449055,2.976358310075157,5.078504811697991,4.027863108449055,2.976358310075157,5.078504811697991,4.027863108449055,2.976358310075157,5.078504811697991,4.412722000745959,3.3353065297017546,5.532698229675823,0.08721575758269949,0.0594066354478083,0.11299489345539096
Sudeste,Filhos,MAE_FUNDAMENTAL,MT,73863,0.2471615913279416,0.1603560195291926,0.37460523089995734,0.24716159132794155,0.1603560195291925,0.37460523089995734,0.24716159132794158,0.16035601952919257,0.37460523089995734,6.700706105747908,4.750154845536932,8.600420532584522,6.700706105747908,4.750154845536932,8.600420532584522,6.700706105747908,4.750154845536932,8.600420532584522,6.947867697075849,5.03743186692549,8.86332322816604,0.03557373313714142,0.025799449473482144,0.06591571241531544
Sudeste,Filhas,MAE_FUNDAMENTAL,MT,76142,0.16084297264719874,0.10301497511633485,0.26306202771311477,0.16084297264719913,0.10301497511633496,0.26306202771311477,0.16084297264719893,0.10301497511633491,0.26306202771311477,6.6378879963932835,5.282423389070698,7.557226771369096,6.6378879963932835,5.282423389070698,7.557226771369095,6.6378879963932835,5.282423389070698,7.557226771369095,6.7987309690404825,5.43136189150322,7.6883806987787,0.02365779339992019,0.014169676480072509,0.03764490518323916
Sul,Filhos,MAE_FUNDAMENTAL,MT,33379,0.13346936516081334,0.038333781776860705,0.21964871952007828,0.1334693651608134,0.03833378177686058,0.2196487195200782,0.13346936516081337,0.03833378177686064,0.21964871952007822,4.29203873813726,3.8212311082112844,6.145961200767456,4.29203873813726,3.8212311082112844,6.145961200767456,4.29203873813726,3.8212311082112844,6.145961200767456,4.425508103298073,3.969683936278328,6.273839945120458,0.030159105360432273,0.007486284881981822,0.05230822524403642
Sul,Filhas,MAE_FUNDAMENTAL,MT,32983,0.13071856709101837,0.06589592487192632,0.23861247230545857,0.1307185670910186,0.06589592487192622,0.2386124723054586,0.13071856709101848,0.06589592487192626,0.2386124723054586,6.076684561417011,4.406706007296117,7.030568898055357,6.076684561417011,4.406706007296117,7.030568898055358,6.076684561417011,4.406706007296117,7.030568898055357,6.207403128508029,4.518169038210692,7.172888932340418,0.02105849489469796,0.009843985687913785,0.039309324985092174
Centro-Oeste,Filhos,MAE_FUNDAMENTAL,MT,16714,0.32594383924011,0.2099292748124269,0.5209344597313328,0.32594383924011,0.20992927481242687,0.5209344597313328,0.32594383924011,0.2099292748124269,0.5209344597313328,5.162838648562399,3.9831134883230215,7.167066650541137,5.162838648562399,3.9831134883230215,7.167066650541137,5.162838648562399,3.9831134883230215,7.167066650541137,5.488782487802509,4.386537928472516,7.593924862351805,0.05938363197383779,0.03859500541315135,0.09252785670521078
Centro-Oeste,Filhas,MAE_FUNDAMENTAL,MT,16543,0.25371383583335133,0.10749206580315782,0.39620998406457303,0.25371383583335144,0.10749206580315791,0.396209984064573,0.2537138358333514,0.10749206580315787,0.39620998406457303,6.044247700830031,5.052791454709945,7.381321747993589,6.044247700830031,5.052791454709945,7.381321747993589,6.044247700830031,5.052791454709945,7.381321747993589,6.297961536663382,5.201698382985961,7.671029606815447,0.04028507229781643,0.018273462191936412,0.06167277205732398
Norte,Filhos,MAE_MEDIO,LP,30739,0.48427079410599344,0.36615392524250495,0.6296884440693447,0.48427079410599344,0.3661539252425046,0.6296884440693445,0.48427079410599344,0.3661539252425048,0.6296884440693447,15.270421526785531,13.990633946540655,16.31180407262282,15.270421526785531,13.990633946540653,16.31180407262282,15.270421526785531,13.990633946540655,16.31180407262282,15.754692320891525,14.476496229570628,16.784058269692693,0.030738194326005698,0.02316304505472867,0.040617598476707165
Norte,Filhas,MAE_MEDIO,LP,31719,0.3316608593171732,0.2081294405586718,0.4145665480454575,0.33166085931717326,0.20812944055867164,0.41456654804545756,0.33166085931717326,0.20812944055867172,0.41456654804545756,16.003577052402306,14.820871673249622,16.69821936704345,16.003577052402306,14.820871673249624,16.69821936704345,16.003577052402306,14.820871673249622,16.69821936704345,16.33523791171948,15.19120537840201,16.92810163522349,0.020303399381727275,0.012786698753278793,0.026759360002578975
Nordeste,Filhos,MAE_MEDIO,LP,71571,0.23317694199423128,0.1364589450421045,0.3489266339134842,0.23317694199423128,0.13645894504210462,0.3489266339134842,0.23317694199423128,0.13645894504210457,0.3489266339134843,17.54792792290231,16.103456410342197,18.945723386582756,17.54792792290231,16.103456410342197,18.945723386582756,17.54792792290231,16.103456410342197,18.945723386582756,17.78110486489654,16.34900661432855,19.195505018783244,0.01311374876679172,0.007848030109040624,0.019902493704138866
Nordeste,Filhas,MAE_MEDIO,LP,72555,0.6731573997247197,0.5078518271456104,0.8811808278576929,0.6731573997247197,0.5078518271456105,0.8811808278576928,0.6731573997247197,0.5078518271456104,0.8811808278576929,15.832105092746401,14.376206590392622,17.139604129454497,15.832105092746401,14.376206590392622,17.139604129454497,15.832105092746401,14.376206590392622,17.139604129454497,16.50526249247112,15.142193800608919,17.987750365178826,0.0407844104286,0.03185793732066315,0.05572154243560324
Sudeste,Filhos,MAE_MEDIO,LP,118355,0.11363245227748518,-0.07095644756262048,0.23189451498927718,0.11363245227748511,-0.07095644756262051,0.23189451498927738,0.11363245227748514,-0.0709564475626205,0.23189451498927727,15.724451829410187,14.717718663981614,17.15651815333736,15.724451829410187,14.717718663981616,17.15651815333736,15.724451829410187,14.717718663981614,17.15651815333736,15.838084281687673,14.781947616631102,17.190112252089342,0.007174633639806386,-0.004593280417211867,0.014307083239889122
Sudeste,Filhas,MAE_MEDIO,LP,128674,0.007926961840134267,-0.1544242193613754,0.14044634714228266,0.007926961840134144,-0.15442421936137538,0.14044634714228266,0.007926961840134205,-0.1544242193613754,0.14044634714228266,14.297936845647449,12.900862713589733,15.681250958542947,14.297936845647447,12.900862713589733,15.681250958542947,14.297936845647449,12.900862713589733,15.681250958542947,14.305863807487583,12.937233792937787,15.698032440976489,0.000554105781154249,-0.011057595880816534,0.010266455790976335
Sul,Filhos,MAE_MEDIO,LP,49561,0.1760669984587288,0.06937968659935755,0.289316019659371,0.17606699845872897,0.06937968659935759,0.2893160196593711,0.1760669984587289,0.06937968659935756,0.28931601965937104,12.499683307385894,10.958860910194568,13.715378737183652,12.499683307385894,10.958860910194568,13.715378737183652,12.499683307385894,10.958860910194568,13.715378737183652,12.675750305844623,11.166314899338648,13.854894937249242,0.013890065219851064,0.00568467218243795,0.02391878665551492
Sul,Filhas,MAE_MEDIO,LP,50887,0.19974665105695205,0.09179098302240857,0.34671188590376223,0.19974665105695197,0.09179098302240854,0.3467118859037624,0.199746651056952,0.09179098302240854,0.34671188590376234,15.426700015173374,14.017496083979335,16.383218803348004,15.426700015173374,14.017496083979335,16.383218803348004,15.426700015173374,14.017496083979335,16.383218803348004,15.626446666230326,14.243328986690095,16.563507708130963,0.012782602169475694,0.0055548975275017155,0.021892752016789842
Centro-Oeste,Filhos,MAE_MEDIO,LP,26199,0.4461073199681488,0.28572316186374563,0.5851364780574385,0.4461073199681486,0.2857231618637455,0.5851364780574388,0.4461073199681487,0.2857231618637455,0.5851364780574387,14.76124406827301,13.363076885643014,15.899740406805925,14.76124406827301,13.363076885643014,15.899740406805927,14.76124406827301,13.363076885643014,15.899740406805927,15.20735138824116,13.83365745932746,16.43797025302203,0.029334978102307414,0.01874710241469977,0.03602628672996756
Centro-Oeste,Filhas,MAE_MEDIO,LP,27515,0.5286406511931652,0.38526231962355517,0.7222046347341291,0.5286406511931651,0.38526231962355534,0.7222046347341291,0.5286406511931652,0.3852623196235553,0.7222046347341291,13.410964539897849,11.991938122696327,15.26038253148315,13.410964539897847,11.991938122696327,15.26038253148315,13.410964539897847,11.991938122696327,15.26038253148315,13.939605191091012,12.498778990962917,15.757367186161595,0.03792364589572641,0.026373505683514424,0.05301254191483993
Norte,Filhos,MAE_MEDIO,MT,30739,0.6411603584910269,0.5149350453203139,0.8478343316086331,0.6411603584910269,0.5149350453203136,0.8478343316086332,0.6411603584910269,0.5149350453203138,0.8478343316086332,14.806260429405759,13.865552500643096,15.62767942756996,14.806260429405759,13.865552500643094,15.627679427569959,14.806260429405759,13.865552500643096,15.62767942756996,15.447420787896785,14.48000621717873,16.182433817719332,0.04150598130876209,0.033372945711660544,0.05488912284644813
Norte,Filhas,MAE_MEDIO,MT,31719,0.30282770557290567,0.19278835254180404,0.3979132199619242,0.30282770557290567,0.19278835254180401,0.3979132199619242,0.30282770557290567,0.19278835254180404,0.3979132199619242,12.528708011654269,11.393883849599765,13.101147499806785,12.528708011654269,11.393883849599765,13.101147499806785,12.528708011654269,11.393883849599765,13.101147499806785,12.831535717227174,11.748241507141053,13.38517668504974,0.02360026985439784,0.015177927568631436,0.03210550042278589
Nordeste,Filhos,MAE_MEDIO,MT,71571,0.5408598234860045,0.43321557732511323,0.6850514958631181,0.5408598234860043,0.4332155773251133,0.6850514958631181,0.5408598234860044,0.43321557732511323,0.6850514958631181,14.821693218595637,13.381242548052397,17.008978840526517,14.821693218595637,13.381242548052397,17.008978840526517,14.821693218595637,13.381242548052397,17.008978840526517,15.362553042081641,13.943240203159306,17.5389617973363,0.03520637631026967,0.02779867982132647,0.045450935627602544
Nordeste,Filhas,MAE_MEDIO,MT,72555,0.6813386253962582,0.522425083948933,0.8176557678429127,0.6813386253962581,0.522425083948933,0.8176557678429127,0.6813386253962581,0.522425083948933,0.8176557678429127,12.80033621012815,10.953545554480042,13.537019596924678,12.80033621012815,10.953545554480042,13.537019596924678,12.80033621012815,10.953545554480042,13.537019596924678,13.481674835524407,11.716557977368419,14.268934406469098,0.05053812925386103,0.03883498288960713,0.06525495921020479
Sudeste,Filhos,MAE_MEDIO,MT,118355,0.3461992144093457,0.23679983520650463,0.44320814678397424,0.3461992144093454,0.2367998352065045,0.4432081467839741,0.34619921440934553,0.23679983520650458,0.44320814678397413,14.975640434358507,13.8051280741246,15.63094636479323,14.975640434358507,13.8051280741246,15.63094636479323,14.975640434358507,13.8051280741246,15.63094636479323,15.321839648767853,14.154058925516228,15.96027991923898,0.022595146689006505,0.01529444543611596,0.029770251513719714
Sudeste,Filhas,MAE_MEDIO,MT,128674,0.27879473987949727,0.17121089299584874,0.4873453228368529,0.2787947398794973,0.1712108929958488,0.487345322836853,0.2787947398794973,0.17121089299584877,0.48734532283685295,12.918108806005145,11.82528135063095,13.950380104997178,12.918108806005147,11.82528135063095,13.950380104997178,12.918108806005147,11.82528135063095,13.950380104997178,13.196903545884645,12.072384506577018,14.321317693996864,0.02112576930718247,0.013700583129868662,0.036924244637556586
Sul,Filhos,MAE_MEDIO,MT,49561,0.4242311870856518,0.26930961127177333,0.6081959777762568,0.4242311870856519,0.2693096112717731,0.6081959777762567,0.42423118708565183,0.2693096112717732,0.6081959777762568,10.697283953730118,9.502114417956886,11.978765502723004,10.697283953730118,9.502114417956886,11.978765502723004,10.697283953730118,9.502114417956886,11.978765502723004,11.12151514081577,9.971234258462207,12.433637528767136,0.038145089200007525,0.025221735963204196,0.058170601776344644
Sul,Filhas,MAE_MEDIO,MT,50887,0.4194331013440607,0.2682199075839497,0.585191702379951,0.4194331013440607,0.2682199075839497,0.5851917023799508,0.4194331013440607,0.2682199075839497,0.5851917023799509,12.325683506364326,10.70485415575978,13.653141649298268,12.325683506364326,10.70485415575978,13.653141649298268,12.325683506364326,10.70485415575978,13.653141649298268,12.745116607708386,11.19834164397529,14.108060011784751,0.0329093184671518,0.02031654966165683,0.04676558605290217
Centro-Oeste,Filhos,MAE_MEDIO,MT,26199,0.5907706167766399,0.36842644137112135,0.7486046815050449,0.59077061677664,0.36842644137112135,0.7486046815050451,0.59077061677664,0.36842644137112135,0.748604681505045,13.0870761719281,11.8863082976443,13.78501241011638,13.0870761719281,11.8863082976443,13.78501241011638,13.0870761719281,11.8863082976443,13.78501241011638,13.67784678870474,12.487270001516439,14.439186079975633,0.043191784928056254,0.026799500497057125,0.05692683170957401
Centro-Oeste,Filhas,MAE_MEDIO,MT,27515,0.5856792175182873,0.4244959594396017,0.7472699867427839,0.5856792175182874,0.42449595943960167,0.7472699867427842,0.5856792175182874,0.42449595943960167,0.747269986742784,10.93068947722212,10.122641081893914,12.032628582427954,10.93068947722212,10.122641081893914,12.032628582427954,10.93068947722212,10.122641081893914,12.032628582427954,11.516368694740407,10.78842461401566,12.542316373461041,0.050856240629545885,0.035226503847234115,0.06660315854784822
Norte,Filhos,MAE_SUPERIOR,LP,40913,1.3539293510931205,1.1242448354990615,1.6517669818152265,1.3539293510931205,1.1242448354990615,1.6517669818152267,1.3539293510931205,1.1242448354990615,1.6517669818152265,4.879069319790585,4.141044606914515,5.612422904730585,4.879069319790585,4.141044606914515,5.612422904730585,4.879069319790585,4.141044606914515,5.612422904730585,6.232998670883705,5.372898770233456,7.187231866600724,0.21721957962509278,0.17115424939224735,0.2548492412992831
Norte,Filhas,MAE_SUPERIOR,LP,41088,1.1210535200222873,0.8888382995828433,1.3643942846940451,1.1210535200222873,0.8888382995828433,1.364394284694045,1.1210535200222873,0.8888382995828433,1.3643942846940451,4.679588936346403,3.678894110007557,5.837227529184936,4.679588936346403,3.678894110007557,5.837227529184936,4.679588936346403,3.678894110007557,5.837227529184936,5.80064245636869,4.883585539596499,6.887366590797903,0.19326368216186998,0.15079902756937968,0.2586602697806319
Nordeste,Filhos,MAE_SUPERIOR,LP,86727,1.2587632212586908,1.110297175881394,1.55966783193196,1.2587632212586908,1.110297175881394,1.5596678319319597,1.2587632212586908,1.110297175881394,1.5596678319319597,6.300080857426138,4.438596566697542,7.385391864360972,6.300080857426138,4.438596566697542,7.385391864360972,6.300080857426138,4.438596566697542,7.385391864360972,7.558844078684829,5.903707496333063,8.576486705014537,0.1665285337487348,0.1325604714025941,0.25684566275285664
Nordeste,Filhas,MAE_SUPERIOR,LP,85731,2.31391854754216,1.8483975366676004,2.6227163515223157,2.31391854754216,1.8483975366676004,2.6227163515223157,2.31391854754216,1.8483975366676004,2.6227163515223157,3.452364170644397,1.930075147101731,4.894203376178587,3.452364170644397,1.930075147101731,4.894203376178587,3.452364170644397,1.930075147101731,4.894203376178587,5.766282718186558,4.207334514794582,7.441211071491952,0.40128426936892647,0.2970788233475522,0.5523331760892564
Sudeste,Filhos,MAE_SUPERIOR,LP,159756,0.7388737436835718,0.31588092702065307,1.0055838038891713,0.7388737436835717,0.31588092702065323,1.0055838038891713,0.7388737436835717,0.3158809270206531,1.0055838038891713,3.7263732338282844,2.5547200479921592,4.539687384589086,3.7263732338282844,2.5547200479921592,4.539687384589086,3.7263732338282844,2.5547200479921592,4.539687384589086,4.465246977511856,2.963487425543316,5.364310843670818,0.16547208864475624,0.07737626354100346,0.21559215438871493
Sudeste,Filhas,MAE_SUPERIOR,LP,164576,0.6434529337291308,0.049098896302043865,0.8987894988742244,0.6434529337291307,0.04909889630204391,0.8987894988742243,0.6434529337291308,0.04909889630204388,0.8987894988742243,3.5531556783784315,2.0788363611418896,4.694469416374308,3.5531556783784315,2.07883636114189,4.694469416374307,3.5531556783784315,2.0788363611418896,4.694469416374307,4.196608612107562,2.605441733648743,5.049529646772754,0.1533268868277866,0.012840805795263394,0.23629845072681396
Sul,Filhos,MAE_SUPERIOR,LP,64795,0.8208726275002682,0.528163870903404,1.069629070884241,0.8208726275002683,0.5281638709034042,1.069629070884241,0.8208726275002682,0.5281638709034041,1.069629070884241,8.543878321285138,6.707611965580008,9.972392923848732,8.543878321285138,6.707611965580008,9.972392923848732,8.543878321285138,6.707611965580008,9.972392923848732,9.364750948785407,7.755201343435961,10.756371057692752,0.0876555748240944,0.055727701581544706,0.1352585654421734
Sul,Filhas,MAE_SUPERIOR,LP,63869,0.895299351186882,0.5206428918842414,1.20288586874897,0.8952993511868818,0.5206428918842415,1.20288586874897,0.8952993511868819,0.5206428918842415,1.20288586874897,9.661823834864594,8.19910252810992,11.06198484571477,9.661823834864594,8.19910252810992,11.06198484571477,9.661823834864594,8.19910252810992,11.06198484571477,10.557123186051475,9.179051889597652,11.731092807538174,0.08480523864396977,0.04675464996263809,0.11365974046163937
Centro-Oeste,Filhos,MAE_SUPERIOR,LP,35515,1.3555365588865576,0.9293387413999802,1.7338397583473886,1.3555365588865576,0.9293387413999802,1.7338397583473886,1.3555365588865576,0.9293387413999802,1.7338397583473886,7.043874959387893,5.626379023802928,8.195114098978001,7.043874959387893,5.6263790238029285,8.195114098978,7.043874959387893,5.626379023802928,8.195114098978001,8.399411518274452,7.001700794784383,9.666432402292205,0.16138470605200622,0.10765334952475403,0.20565578087411404
Centro-Oeste,Filhas,MAE_SUPERIOR,LP,35692,1.7166278384467777,1.3553848911514976,2.312466242607887,1.716627838446778,1.3553848911514979,2.312466242607887,1.7166278384467777,1.3553848911514976,2.312466242607887,6.113618556794807,4.740209177504454,7.478994381304887,6.113618556794807,4.740209177504453,7.4789943813048865,6.113618556794807,4.740209177504454,7.478994381304887,7.830246395241585,6.393482916151286,9.022825355113314,0.2192303730684601,0.16140411525076323,0.3021540275393403
Norte,Filhos,MAE_SUPERIOR,MT,40913,1.8275566167427117,1.5767579837657144,2.167014967652067,1.8275566167427117,1.5767579837657144,2.167014967652067,1.8275566167427117,1.5767579837657144,2.167014967652067,3.4680747817699276,2.4081278619293225,4.541896279978452,3.4680747817699276,2.4081278619293225,4.5418962799784515,3.4680747817699276,2.4081278619293225,4.541896279978452,5.295631398512639,4.235113690156998,6.605837221130765,0.3451064621408525,0.2932841388841412,0.4459773496488558
Norte,Filhas,MAE_SUPERIOR,MT,41088,1.06428661181376,0.7730571519521415,1.2914692682684428,1.06428661181376,0.7730571519521415,1.2914692682684428,1.06428661181376,0.7730571519521415,1.2914692682684428,3.953497287755336,2.981264874571233,5.122945044632584,3.953497287755336,2.981264874571233,5.122945044632584,3.953497287755336,2.981264874571233,5.122945044632584,5.017783899569096,4.1950170539532285,6.036483416589391,0.21210291896092934,0.13584974081003967,0.29571063254564645
Nordeste,Filhos,MAE_SUPERIOR,MT,86727,1.764364743957855,1.4840210296768042,2.1338565610602696,1.764364743957855,1.4840210296768042,2.1338565610602696,1.764364743957855,1.4840210296768042,2.1338565610602696,6.316175103067972,4.268890685772272,7.093727681787837,6.316175103067974,4.268890685772272,7.093727681787837,6.316175103067973,4.268890685772272,7.093727681787837,8.080539847025829,5.918021496355069,8.964898751898675,0.21834738487271457,0.1851748968993438,0.31153407882579437
